Target	Compound	True	RFR	MLPR	LR
CHEMBL5407	CHEMBL3980995	-4.027492	-3.3770115272634205	-3.1521454444793804	-3.489392712478406
CHEMBL1868	CHEMBL2086723	-6.395262	-5.97729871980915	-6.8237764147078375	-5.822726208033081
CHEMBL203	CHEMBL3911207	-3.912023	-3.877993257752224	-3.876143754284583	-4.597932527462009
CHEMBL1824	CHEMBL3947700	-3.912023	-4.149624554720411	-3.8133732596636483	-3.9218461339565445
CHEMBL5570	CHEMBL514153	-5.703782	-1.7972406000000003	-1.0431468725354356	-0.9482331035430214
CHEMBL258	CHEMBL255482	-7.549609	-6.376950069919491	-8.384044656223132	-6.198783521758354
CHEMBL2431	CHEMBL593375	-2.70805	-2.88819303728094	-2.843063399467842	-3.011915269740511
CHEMBL1907601	CHEMBL558586	-3.401197	-4.105990495197035	-2.900779829233619	-3.7159491790715453
CHEMBL2041	CHEMBL3805771	-1.94591	-4.947057534982201	-5.329464188493176	-5.08968939824478
CHEMBL203	CHEMBL2103842	-1.94591	-3.7063207609495894	-3.624860216731827	-3.7148219173026433
CHEMBL279	CHEMBL1085733	-9.024011	-6.143179154947604	-7.464439839584607	-5.466917761722268
CHEMBL258	CHEMBL405666	0.510826	-1.0925189239833832	-0.8637913628974743	-1.1838392329452176
CHEMBL2068	CHEMBL3910064	-3.912023	-3.9519660933333207	-3.9260866029790424	-4.252151567170526
CHEMBL2508	CHEMBL3641911	-3.970292	-4.93136818	-3.593955537891213	-4.051566485993561
CHEMBL2094127	CHEMBL332198	-5.703782	-7.107873189634815	-8.131277468173085	-7.060880966408333
CHEMBL1907602	CHEMBL1086811	-5.273	-6.953516002688515	-5.989833042497311	-6.642487215759953
CHEMBL279	CHEMBL3983179	-6.907755	-4.2975668105110145	-5.093685703338933	-4.679014812556932
CHEMBL1957	CHEMBL3805899	-5.602119	-6.388939520085911	-6.7798140995731195	-6.8899002903310365
CHEMBL203	CHEMBL428046	-4.418841	-4.787287062851996	-3.9285865874210026	-4.568446906774389
CHEMBL1868	CHEMBL206348	-5.828946	-6.212972660154024	-5.841675518207044	-6.32442757957241
CHEMBL4501	CHEMBL3675401	0.597837	0.4654305263825314	0.7290219710448036	-0.5097231020887669
CHEMBL203	CHEMBL1645474	-1.791759	-3.2145675204289144	-1.8546966786610315	-4.238476875683784
CHEMBL2431	CHEMBL3699740	-6.65544	-5.183833958807802	-5.015233281771323	-5.573262551903111
CHEMBL4282	CHEMBL3919102	-8.648221	-6.666513145222223	-6.519717644670612	-6.327370531842398
CHEMBL279	CHEMBL1088028	-6.139885	-4.987041782286144	-4.474995743937511	-5.539951439698181
CHEMBL2959	CHEMBL481370	-6.109248	-3.822632036334458	-4.805386582028584	-5.09018733358956
CHEMBL3553	CHEMBL3978366	-6.907755	-6.251906049557543	-6.295368097947761	-6.277448639761316
CHEMBL279	CHEMBL3959201	-4.259718	-7.2794406434156445	-6.736838959244433	-7.442868123514144
CHEMBL279	CHEMBL1241769	-8.045588	-6.496874896330222	-8.092695237595949	-6.083127680159094
CHEMBL1955	CHEMBL4101411	-4.94876	-5.001783309629073	-3.1272177063493807	-2.8320065257438514
CHEMBL3553	CHEMBL3934116	-1.987874	-5.779012594259403	-4.996669573840972	-5.549402292466215
CHEMBL2147	CHEMBL3890347	-1.777153	-3.2638121385002967	-1.8219783608820017	-2.8278996444329008
CHEMBL3650	CHEMBL3681271	1.139434	-2.646063018659961	-2.308449087844787	-3.1880336192559087
CHEMBL308	CHEMBL3648090	-4.143135	-3.7234677080884597	-4.214071048514397	-3.2807974057677236
CHEMBL4142	CHEMBL3981207	-3.062456	-1.822322765128165	-1.9081451111185523	-2.666376832868817
CHEMBL3553	CHEMBL3934943	-6.907755	-6.1133699028092074	-6.568215996835661	-6.338378134272618
CHEMBL1936	CHEMBL3960064	-4.51086	-4.376614964248441	-4.118470828670635	-4.119103748194678
CHEMBL308	CHEMBL2012402	-3.178054	-3.9200358823316206	-3.980167361819457	-4.015789655311098
CHEMBL260	CHEMBL246356	-3.850148	-5.398255190838385	-8.55537341234847	-5.879056840236734
CHEMBL4247	CHEMBL3805786	-4.276666	-4.305304465835241	-4.403355147478058	-4.470515697089137
CHEMBL2094127	CHEMBL100309	-5.480139	-6.325510963011324	-5.758242338831365	-6.269719452738529
CHEMBL4501	CHEMBL3680589	-6.791221	-5.127123763253897	-3.7649166389575357	-4.106647880095258
CHEMBL279	CHEMBL3828122	-2.197225	-3.763122127691488	-4.30656355693076	-5.668885580457688
CHEMBL279	CHEMBL2022850	-0.693147	-1.4252960517276352	-1.030558370334545	-3.0759699477525864
CHEMBL2007	CHEMBL3114021	-4.564348	-4.48891214483173	-4.254160454816201	-4.487628049692498
CHEMBL2068	CHEMBL3898808	-3.912023	-3.912022999999987	-3.909030636519134	-3.97169901632025
CHEMBL1974	CHEMBL3684988	-4.969813	-0.7831780248338026	-0.3255928179076258	-2.3326577099718193
CHEMBL3717	CHEMBL4082724	0.105361	-0.42604545333333294	-0.9887592629390487	-0.8209701054679801
CHEMBL5407	CHEMBL3652000	-2.639057	-1.9395545898597042	-2.5266203432434464	-1.7857793074503836
CHEMBL2148	CHEMBL3645013	-9.21024	-7.7593763314461235	-9.311629493483206	-8.34014638295059
CHEMBL2148	CHEMBL3914847	-6.907755	-6.126380979842552	-6.083484430360168	-6.3202671914134685
CHEMBL1957	CHEMBL2088092	-8.059049	-7.773395824152033	-7.061531672295422	-7.198332350828457
CHEMBL2185	CHEMBL3685259	-1.526056	-1.6639896611853278	-1.9575051862005606	-1.5010406955362736
CHEMBL2148	CHEMBL3652386	-5.697093	-5.338672501902106	-4.2483677626975505	-4.989429266235774
CHEMBL279	CHEMBL3951126	-8.128125	-7.361024749982905	-7.879782386453213	-7.199488231676667
CHEMBL279	CHEMBL3093584	-2.197225	-1.5206986621587142	0.08081641835769891	-4.3187542316491285
CHEMBL1981	CHEMBL2403834	-5.842094	-6.0319501063143885	-5.914292807345661	-5.842165255202575
CHEMBL2041	CHEMBL2010872	-1.609438	-5.854092203815417	-6.031644908990611	-4.9459516977998454
CHEMBL4501	CHEMBL3931504	-0.955511	-0.8911418205224477	-0.9730387743914504	-0.6506164250062492
CHEMBL2358	CHEMBL3946267	-6.907755	-7.018440550022176	-6.947228144668829	-6.989946606793453
CHEMBL1936	CHEMBL306380	-7.183871	-6.052902463858425	-6.641515362758278	-6.336791524921006
CHEMBL4142	CHEMBL3982107	-1.473618	-1.7427654432982	-1.929227604981771	-0.7139251205780726
CHEMBL2148	CHEMBL3896798	-6.907755	-5.473520821380711	-5.185672060241847	-5.719394950923296
CHEMBL2094128	CHEMBL2314457	-7.600902	-6.747638154345576	-7.094323897508443	-6.116026900165862
CHEMBL2276	CHEMBL1644629	-8.881836	-7.8556813742586975	-8.807792189850495	-7.237792737975644
CHEMBL2431	CHEMBL3672056	-7.003065	-4.963269746080406	-4.851036396811923	-5.312875510943663
CHEMBL3717	CHEMBL519982	-1.686399	-4.76587080177652	-2.8623702680815355	-5.042837140117717
CHEMBL1936	CHEMBL2030386	-8.188689	-6.020614515511208	-5.118881663947853	-4.398507246065886
CHEMBL3650	CHEMBL2086759	-2.564949	-2.4369103366264167	-0.848883989720515	-2.867841556475618
CHEMBL4523	CHEMBL3918521	-3.640214	-3.3499109856647276	-4.751002502905371	-4.347862074180131
CHEMBL301	CHEMBL462192	-0.693147	-2.838556169223514	-3.621638152701065	-2.4930419583845262
CHEMBL4224	CHEMBL1802404	-4.204693	-4.530000943868905	-4.223947000613419	-4.298938133437538
CHEMBL3038477	CHEMBL3947824	-2.302585	-2.560018180981847	-2.1838147141095714	-3.114862640411712
CHEMBL2815	CHEMBL3675933	-1.368639	-0.5497649734867963	-0.8663127166891489	-0.8841072563622783
CHEMBL2094127	CHEMBL300936	-3.401197	-3.6910143044444483	-3.357765171718623	-2.243351394937525
CHEMBL4722	CHEMBL2012410	-2.302585	-1.6706769905325656	-1.7338622262830437	-2.4848099677697366
CHEMBL2292	CHEMBL3884845	-6.507278	-6.411077405274752	-6.019264947838104	-6.4273371108219575
CHEMBL4722	CHEMBL3685261	0.462035	-0.03885888711653631	1.1395588967027752	-0.9171806851533084
CHEMBL2637	CHEMBL1822307	-2.079442	-2.775738770977068	-1.6300161628724037	-2.333916056368772
CHEMBL1957	CHEMBL3822645	-4.585987	-3.8599642365224947	-4.218459722568062	-3.7154563855638694
CHEMBL3553	CHEMBL3896566	-6.907755	-5.889759803697229	-5.088545806799143	-5.6249964526027645
CHEMBL2185	CHEMBL572878	-2.833213	-5.267729162371561	-5.475985458918915	-4.7607752683055695
CHEMBL308	CHEMBL248712	-0.09531	-1.3769386139804987	0.11039263876387573	-2.0521116350150033
CHEMBL3650	CHEMBL4103536	-3.637586	-6.063553779127164	-6.240293515455921	-4.698343474038296
CHEMBL4203	CHEMBL1899256	-4.382027	-4.207360838709024	-3.779150936228052	-4.537215871978043
CHEMBL4523	CHEMBL3909351	3.912023	-0.7168968763155861	1.634209569087421	1.4176767954617588
CHEMBL1981	CHEMBL480573	-8.699515	-8.309933477722899	-7.855554809271319	-7.978020368153685
CHEMBL4282	CHEMBL3918934	-8.764053	-6.887824328442293	-7.789975010172242	-6.06782659017392
CHEMBL5407	CHEMBL3393696	-3.044522	-1.9470620978492819	-2.2406647618991853	-2.2724570281397143
CHEMBL4036	CHEMBL577030	-4.875197	-5.684447152173914	-6.601534911059434	-6.163854377879588
CHEMBL279	CHEMBL3968322	-3.912023	-5.7676735988545405	-4.99532825284179	-5.037144412138109
CHEMBL2431	CHEMBL3699704	-6.030685	-5.12145861967821	-5.246860914458872	-4.982148756902889
CHEMBL260	CHEMBL480936	-6.907755	-6.741844712185069	-6.845864306744718	-6.132729252137247
CHEMBL2094127	CHEMBL282193	-4.094345	-5.384886759149476	-5.60125294148262	-5.5205545584997395
CHEMBL4501	CHEMBL2016892	-0.0	-1.1207031252278143	-0.7358911533663577	-2.1478290833873714
CHEMBL4247	CHEMBL3263974	-4.094345	-3.1057454895881302	-2.3243600158816458	-2.938912386887293
CHEMBL2959	CHEMBL481360	-5.192957	-3.7296177435143987	-4.216454958297556	-4.832103250939974
CHEMBL3650	CHEMBL212429	-2.890372	-4.356954476069462	-2.557274801469041	-4.0606891823243245
CHEMBL3116	CHEMBL3976450	-1.609438	-2.0929675077000773	-2.450073433891853	-1.6446558864384881
CHEMBL4282	CHEMBL3940535	-7.901007	-6.2244337982738775	-6.950303337499123	-5.800140223893658
CHEMBL2959	CHEMBL3962931	-3.401197	-3.404111929861782	-3.3884552196013047	-3.4759351360301
CHEMBL1981	CHEMBL1822524	-6.839476	-6.664995026709616	-6.641576729397609	-5.487633334005645
CHEMBL2094128	CHEMBL358057	-2.639057	-4.326085573333332	-2.4063928648364152	-4.936106906295883
CHEMBL3973	CHEMBL3943610	-4.098669	-3.0860172361254095	-4.7306514531239205	-3.5208836625085747
CHEMBL1936	CHEMBL4064941	-0.955511	-2.6193656464504653	-3.069210976276195	-3.748255451996393
CHEMBL2147	CHEMBL3691923	3.912023	2.7995976011176484	3.5327734802777155	3.2808219334320823
CHEMBL1913	CHEMBL383417	-2.302585	-2.261005988070644	-1.7815693199460199	-2.110442422734841
CHEMBL203	CHEMBL590875	-7.122867	-7.148102659670931	-7.125101326001809	-6.257527582155193
CHEMBL3234	CHEMBL3695576	-2.197225	-1.4653635400000018	-5.5218655624867985	-2.6836255615178013
CHEMBL260	CHEMBL259934	-7.003065	-6.914226405221549	-6.793639239709597	-6.257313444801016
CHEMBL4523	CHEMBL3651952	-4.394449	-2.617632654999498	-4.21387479676461	-2.8728127036522677
CHEMBL3231	CHEMBL494882	-7.598399	-4.82561448911059	-4.748093556565176	-5.6837586816176735
CHEMBL1907605	CHEMBL2336378	-8.732305	-6.091019116058785	-6.647272430340322	-6.375737513572245
CHEMBL2007	CHEMBL215803	-6.907755	-5.695075787336864	-5.933466626423413	-5.28904529322919
CHEMBL2148	CHEMBL3962117	-6.214608	-5.9931279633699255	-6.35727125548799	-4.787041212567786
CHEMBL279	CHEMBL3939860	-8.519564	-7.455502712593688	-8.291429223747729	-7.363973838076831
CHEMBL2971	CHEMBL3652325	-4.506454	-3.4596304548533863	-4.435279848194741	-3.4642303589513483
CHEMBL3973	CHEMBL3903823	-5.065691	-3.5021508109064157	-3.0700329260797647	-3.9265459217559915
CHEMBL1957	CHEMBL3823914	-3.367296	-2.8901050768056673	-2.503526203430849	-2.5195371422160955
CHEMBL3582	CHEMBL55788	-6.907755	-6.259174035718961	-6.640024537840588	-6.251898497905312
CHEMBL279	CHEMBL3905866	-7.644584	-7.427895345841217	-9.081856548638957	-6.88123233533925
CHEMBL4722	CHEMBL1650541	-1.386294	-1.6803514181899928	-1.5729656223356852	-2.118931156109176
CHEMBL2363049	CHEMBL1922903	-6.380123	-4.528852085921533	-5.2825534287556595	-5.0927376110048215
CHEMBL2971	CHEMBL3642306	-0.262364	-2.5539625539349076	-0.2809489885221772	-3.335227229716978
CHEMBL2041	CHEMBL86943	-6.633318	-6.1786852005684585	-7.020295205276445	-7.52411881999146
CHEMBL4523	CHEMBL3981216	-3.122365	-3.0646344752596986	-3.588562075662827	-2.0103815491381143
CHEMBL308	CHEMBL3691547	-8.862908	-7.956822068404604	-8.514754972271382	-7.13501050080464
CHEMBL1868	CHEMBL3977450	-3.912023	-4.018973447662147	-3.938718019729253	-4.183935886167661
CHEMBL279	CHEMBL522304	-6.380123	-6.139784919757592	-6.520653709119135	-6.498768525526375
CHEMBL4523	CHEMBL4078609	-3.218876	-3.710176042950321	-2.8338806251815165	-4.44661695970949
CHEMBL1868	CHEMBL3964556	-6.907755	-6.050898534394166	-6.68199048799087	-6.297018188186
CHEMBL1907601	CHEMBL3962672	-2.397895	-2.590877830358682	-2.287292986125112	-2.285519450436454
CHEMBL279	CHEMBL239591	-7.438384	-5.766252220829162	-7.098241219699745	-6.338810184286054
CHEMBL2971	CHEMBL3671133	-6.907755	-6.8289942041359355	-6.918872418514617	-6.550318891000207
CHEMBL3476	CHEMBL504261	-5.986728	-6.625994721253643	-8.51553660613272	-7.435311204570654
CHEMBL3038469	CHEMBL3109939	-6.620073	-7.9656827152392315	-7.276473693947966	-8.210216324461852
CHEMBL1907601	CHEMBL536272	-6.131226	-6.6406332423505035	-6.393866561739684	-5.3104821753648235
CHEMBL1974	CHEMBL3972694	-8.980082	-5.733988763739074	-7.265946339819492	-6.395896860580866
CHEMBL1974	CHEMBL1990583	-7.003065	-1.9496466525837581	0.6740474213400363	-2.165012675052641
CHEMBL279	CHEMBL2448064	-3.912023	-4.051955392513186	-2.051495013442464	-3.6831525606682396
CHEMBL279	CHEMBL3969879	-6.792625	-7.513478892023703	-6.758017621736781	-7.311096097527608
CHEMBL3650	CHEMBL3681239	-5.438079	-3.2372421323786718	-1.9621789494751707	-2.7054636539892316
CHEMBL1974	CHEMBL4075720	0.825536	-0.7533390503291723	1.0050271885926574	-0.9508497972859375
CHEMBL4501	CHEMBL3903066	-0.336472	-0.07957423073032774	-0.28999864230373784	-0.2496333667005448
CHEMBL3616	CHEMBL2147533	-6.907755	-4.021199978352936	-2.9661758461414873	-4.713989064354317
CHEMBL2695	CHEMBL3593777	-6.907755	-6.3779283450691215	-5.124195114386874	-6.124517242632789
CHEMBL2637	CHEMBL1784086	-5.799093	-7.065379424216183	-6.6412371995175885	-6.447456861700658
CHEMBL308	CHEMBL382607	-8.36637	-6.452700435747778	-7.839925862908441	-6.428720076852496
CHEMBL203	CHEMBL193681	-3.688879	-4.533390301104193	-3.268785238376929	-4.406218459452739
CHEMBL2147	CHEMBL3703180	-4.465908	-3.25325844018015	-4.817058481023758	-3.6840579003912244
CHEMBL3973	CHEMBL3960591	-4.536142	-4.7872026807400125	-5.623175662324676	-4.4853604173267385
CHEMBL2695	CHEMBL3642408	-7.79858	-7.459481582699337	-7.1957202803685885	-7.50085558728824
CHEMBL2094126	CHEMBL139653	-5.105945	-6.919431688333336	-8.423745383856525	-6.221281014530643
CHEMBL4722	CHEMBL3087823	-3.583519	-4.920527280941236	-5.373784111901801	-6.786520975120453
CHEMBL5147	CHEMBL3937092	-3.912023	-4.009432884308995	-3.9237120806477517	-4.166931515689484
CHEMBL3650	CHEMBL3976548	-4.867534	-5.888912289955258	-5.231854717399293	-5.093320503173106
CHEMBL3553	CHEMBL3977718	-1.94591	-3.8676296570786612	-0.8694486264902791	-3.6567674747290635
CHEMBL308	CHEMBL101801	-4.248495	-5.605239058812054	-6.25308081286534	-5.510003579739547
CHEMBL4142	CHEMBL3979170	-1.151205	-2.3174276332867434	-0.9417075106716432	-2.1177970135642585
CHEMBL4937	CHEMBL3951296	-2.484907	-1.6736612282476806	-1.4314504748406351	-1.6952310830722928
CHEMBL4722	CHEMBL3685318	-6.461468	-5.8215417832133385	-7.387095239761288	-6.983487538728785
CHEMBL1957	CHEMBL1090351	-7.17012	-5.563681918396301	-6.151223333624488	-5.785500274268132
CHEMBL1955	CHEMBL497049	-3.465736	-2.997942836640693	-4.227202112405629	-3.4189661065430546
CHEMBL279	CHEMBL1762523	-4.744932	-5.271430514813928	-6.109401623675738	-4.932662901251097
CHEMBL1936	CHEMBL2333445	-7.937375	-5.551847427244026	-7.1009217301414544	-5.183673243762873
CHEMBL4247	CHEMBL3218848	-2.772589	-3.51701072	-1.3526602927722404	-1.3192794140022919
CHEMBL2185	CHEMBL3087782	-5.129899	-5.373380955448699	-8.176797510777643	-5.833822335229045
CHEMBL301	CHEMBL518383	-1.098612	-5.229341873120492	-4.55483807640436	-4.567514113085508
CHEMBL3234	CHEMBL3781982	-6.693324	-6.815914149615675	-4.89576939863988	-5.553515690716724
CHEMBL2068	CHEMBL3961005	-6.907755	-6.887783453333312	-6.901946766597845	-6.596202806140452
CHEMBL1862	CHEMBL272888	-0.693147	-4.3557532069387745	-6.411978527284349	-6.333859373806451
CHEMBL2363049	CHEMBL3608434	-1.791759	-3.8829067178935537	-5.204067487647018	-4.456506689452543
CHEMBL279	CHEMBL293068	-8.732305	-5.3655595136978995	-6.8810905945125915	-4.795230674134666
CHEMBL4439	CHEMBL237570	-5.690359	-6.500520249999995	-7.027553697396778	-6.405141636243599
CHEMBL5147	CHEMBL1242029	-6.44254	-7.384533902426042	-7.9931610598722385	-8.30326696922757
CHEMBL2147	CHEMBL3933088	-4.428433	-2.867802702753593	-4.819067321532313	-2.365045755607915
CHEMBL2147	CHEMBL3925863	-0.569283	-2.7772281032138273	-2.3571223929509215	-2.568522536032741
CHEMBL1907605	CHEMBL359951	-6.109248	-6.472114781311174	-5.650037664710645	-5.953069979306133
CHEMBL2095188	CHEMBL260119	-2.564949	-4.2772793087606855	-5.0122734368220545	-4.412378652263929
CHEMBL1862	CHEMBL2419761	-3.178054	-4.73318803278485	-3.177335068109227	-4.970012094496468
CHEMBL5407	CHEMBL1240961	-2.517696	-3.8165936676414116	-2.4318472192825347	-3.9947745509429966
CHEMBL203	CHEMBL3297899	-4.258446	-5.3129502793106544	-4.834179807535716	-6.130478431176627
CHEMBL5543	CHEMBL3335350	-5.298317	-6.960385010840449	-8.12197036064513	-6.921514849483677
CHEMBL2358	CHEMBL3904250	-7.175031	-7.226240712892496	-7.787249530018495	-7.1671623270348075
CHEMBL1862	CHEMBL514351	-9.126959	-6.92989682379469	-7.094021276182331	-7.400922862410416
CHEMBL4722	CHEMBL3717170	-4.997212	-5.167062920365515	-4.25239729995171	-6.034182680221399
CHEMBL2358	CHEMBL3958588	-6.907755	-7.017366408694295	-6.863297890610557	-7.029547943151126
CHEMBL1957	CHEMBL254050	-6.907755	-6.081300729133188	-4.82111973159747	-6.045469225141616
CHEMBL1974	CHEMBL3417188	-6.320768	-5.78528830933046	-7.144064787025537	-5.583344830829465
CHEMBL1862	CHEMBL1242977	-6.22059	-5.696513394529875	-4.173563143299637	-4.761260706606218
CHEMBL1981	CHEMBL480547	-8.699515	-8.235787160000001	-8.736410751178557	-7.697170085529757
CHEMBL4722	CHEMBL3719096	-5.09375	-5.000996916075111	-4.491379972783167	-4.774078343353723
CHEMBL2095217	CHEMBL194498	-3.044522	-2.269706006666665	-2.166684689663346	-3.5427351249978707
CHEMBL2850	CHEMBL1802358	-5.347108	-4.832466184777778	-5.492288849137617	-5.7904675550675115
CHEMBL2842	CHEMBL1773578	-8.699515	-5.003110594708122	-5.559314777673569	-5.538262202473666
CHEMBL5407	CHEMBL3676278	-4.094345	-2.359564376774179	-3.852960283834184	-1.7315852694955565
CHEMBL2094126	CHEMBL568093	-5.298317	-5.197356283460955	-5.472768018295108	-5.471120539241229
CHEMBL3973	CHEMBL3942811	-3.269569	-4.202461658960857	-2.601911345762494	-3.2737855098233237
CHEMBL4224	CHEMBL3884861	-7.377759	-6.6640717882906015	-6.9538119778157395	-6.923300587195662
CHEMBL1907605	CHEMBL369303	-1.9947	-6.022324755288968	-7.697280094246552	-5.699933019224618
CHEMBL2068	CHEMBL3949560	-3.912023	-4.062034045777767	-3.9074347055263883	-3.455509258724824
CHEMBL4722	CHEMBL4087337	-6.956545	-5.829601607632048	-8.140438457952593	-6.605238630354921
CHEMBL279	CHEMBL3900620	-8.887979	-7.435485946096695	-8.32933506305722	-7.199488231676667
CHEMBL4722	CHEMBL2443026	-2.302585	-4.877833276943547	-8.143750140073513	-7.305772980093067
CHEMBL3650	CHEMBL313821	-4.382027	-6.70072675645778	-7.73866679173991	-7.2279699432952365
CHEMBL5543	CHEMBL1396654	-6.226537	-6.420084903239567	-7.054076289723837	-6.130598587855068
CHEMBL299	CHEMBL53596	-5.991465	-6.336365776578896	-6.014283397697359	-6.518563334803637
CHEMBL5147	CHEMBL3979728	-3.912023	-3.9181874032901463	-3.8358620024183416	-3.915097826216435
CHEMBL2971	CHEMBL3931368	-4.70048	-4.289754613731017	-3.5561913747183556	-4.381781875862386
CHEMBL2637	CHEMBL1287887	-8.779557	-6.684588934024157	-6.6703676971117	-7.765886410265871
CHEMBL2094127	CHEMBL207426	-8.34284	-7.524929367718663	-7.736559671172533	-6.821565811452979
CHEMBL2358	CHEMBL3985479	-6.907755	-7.061048537305895	-6.935100051147122	-7.206309103854142
CHEMBL2095188	CHEMBL3335146	-1.609438	-1.9446229166666649	-2.2021094118596674	-1.9483582044343253
CHEMBL2147	CHEMBL289277	-7.824046	-4.5553308942109245	-2.4879027351583516	-6.234716511420868
CHEMBL2431	CHEMBL593490	-2.484907	-3.6193088157210695	-5.133078032581836	-4.295965538494359
CHEMBL2971	CHEMBL3116061	-3.496508	-3.140665987127173	-3.7053348835084825	-2.3437972020397653
CHEMBL203	CHEMBL3930497	-4.60517	-4.628744828125178	-4.599645963321202	-4.956486449971424
CHEMBL3650	CHEMBL370023	-4.430817	-4.469784419141314	-5.508211610579939	-5.038385685118055
CHEMBL4722	CHEMBL2029905	-2.397895	-3.24715152199301	-3.4692559802734713	-1.3629001676341863
CHEMBL3553	CHEMBL1090360	-6.907755	-6.143437243848561	-6.4718137870581955	-6.203573304370714
CHEMBL5407	CHEMBL3981312	-2.862772	-4.182572786165063	-4.871467587237053	-4.1928977124460705
CHEMBL5147	CHEMBL3982666	-3.912023	-4.0021481128248375	-3.948324142043104	-3.9588993100292136
CHEMBL4722	CHEMBL3393498	0.510826	-3.3923803550779277	-2.844112801074975	-3.8445944644692034
CHEMBL2276	CHEMBL468619	-8.05896	-7.124076491911686	-8.00018161988681	-7.351110296665094
CHEMBL279	CHEMBL3908978	-6.493285	-7.21374779189286	-7.342019862408063	-7.233133448615927
CHEMBL301	CHEMBL3823301	-5.537334	-6.029166723835837	-5.695670171597037	-5.830831727463751
CHEMBL279	CHEMBL3358966	-7.740664	-5.4348658175228595	-5.122348670866638	-6.035232961432417
CHEMBL2094138	CHEMBL210246	-3.871201	-2.661704430000002	-2.252977524293062	-3.5386904498389353
CHEMBL4523	CHEMBL3969190	-7.105917	-6.510131534074592	-6.4774987596427485	-5.96804986885792
CHEMBL1844	CHEMBL3678297	-2.944439	-3.485986218369394	-3.424549440248747	-4.004747564700113
CHEMBL203	CHEMBL3622673	-1.808289	-3.1907742915963335	-2.7498340835894313	-3.392130819116767
CHEMBL2111414	CHEMBL1784625	-4.812184	-5.867060559999998	-5.6063793258484305	-5.427485101328725
CHEMBL4523	CHEMBL3651946	-1.098612	-3.0270372029308676	-3.3004556218022985	-2.794688598142193
CHEMBL2971	CHEMBL3972506	-4.007333	-4.149192320691732	-4.28168452778928	-3.851559649015176
CHEMBL1907601	CHEMBL28377	-6.109248	-6.07635512368908	-6.832328711360259	-6.543195271153386
CHEMBL1913	CHEMBL146697	-8.696176	-6.276622534223573	-9.114431661825385	-7.231791501239402
CHEMBL1824	CHEMBL4079125	-8.455318	-8.049579822049523	-8.181510174702346	-6.8582926416005385
CHEMBL4282	CHEMBL521179	-8.921458	-6.167327835830619	-6.847194415455223	-5.221593263198802
CHEMBL4501	CHEMBL2016887	-0.0	-1.4158485336507194	-0.6604118253077478	-2.939473822752374
CHEMBL3582	CHEMBL89648	-3.637586	-5.02818909125674	-5.059199478483622	-5.710774563956434
CHEMBL4501	CHEMBL3890310	-1.029619	-0.9667947554950488	-0.5707973743191732	-1.533360621166974
CHEMBL4895	CHEMBL2312301	-8.648221	-7.485755166702263	-7.724809812881932	-7.977503475235967
CHEMBL2276	CHEMBL518354	-7.137278	-6.4330186218514305	-7.3009249892345895	-6.526343501332278
CHEMBL2431	CHEMBL454210	-5.293305	-4.518243941937934	-4.283498349016982	-4.498861419224881
CHEMBL2276	CHEMBL1644645	-6.802395	-7.9714975152503875	-8.441961944235262	-7.537781827484513
CHEMBL2148	CHEMBL3964133	-6.866933	-6.087576027273774	-6.8891216432375915	-5.7461596874275855
CHEMBL4224	CHEMBL481969	-8.006368	-6.048064677382839	-5.559381004517839	-5.151437888047363
CHEMBL1844	CHEMBL452965	-0.788457	-0.3572165350000002	-1.1519345809510602	-1.0531655411185596
CHEMBL301	CHEMBL2204072	-3.912023	-4.259160361784527	-2.9608393544036966	-3.237554083459514
CHEMBL3038477	CHEMBL3891486	-2.302585	-3.5176906536274806	-2.112997342349756	-3.590218746019617
CHEMBL1974	CHEMBL3964096	-8.772849	-5.748279587355397	-7.0365261095774985	-7.20445610974767
CHEMBL3553	CHEMBL2322137	-4.094345	-5.239006897262665	-4.177879653370293	-4.702665272897734
CHEMBL2996	CHEMBL1079427	-4.574711	-5.030182519140172	-4.15142264297048	-6.098613704727316
CHEMBL2431	CHEMBL3699707	-4.934474	-4.9308511749766595	-5.069838868432528	-4.8994325756995565
CHEMBL3142	CHEMBL1242119	-3.828641	-4.543640503157284	-5.302189260883895	-5.315083914153725
CHEMBL2695	CHEMBL3642284	-8.006034	-7.897356410141516	-8.563364657932063	-8.174934940675458
CHEMBL4523	CHEMBL3940639	-5.828946	-3.173039669670369	-2.7353903936139536	-3.085007268576316
CHEMBL2147	CHEMBL3957539	-5.252273	-3.939290712879222	-4.762229483944633	-2.6603876297998035
CHEMBL2185	CHEMBL3680387	-2.397895	-0.5888472133297851	0.07993788594090634	-0.42503681360526
CHEMBL2094126	CHEMBL150867	-2.197225	-3.514634892900433	-2.8619641031987237	-3.602950972110962
CHEMBL2431	CHEMBL3699664	-6.33328	-5.349861480226497	-6.081808161014007	-5.360697796624503
CHEMBL2971	CHEMBL385114	-4.219508	-4.425561632251505	-3.80813964293713	-6.1269629178767175
CHEMBL1907600	CHEMBL1288582	-8.910586	-7.590730743727927	-8.174516347571313	-7.547390042690976
CHEMBL4523	CHEMBL3930311	-7.298533	-6.799889617855201	-6.01397392181615	-5.812838370750129
CHEMBL203	CHEMBL111434	-6.507278	-5.638053331201038	-4.717009423893879	-4.985358785403911
CHEMBL3529	CHEMBL397009	-7.36827	-6.704010343788257	-8.284550982319125	-6.040614857359579
